transaction_id,user_id,amount,transaction_type,timestamp,transaction_channel,location,account_age_days,num_transactions_last_24h,avg_transaction_amount_last_7d,is_weekend,device_change_flag,is_fraud
fd672edf-88e4-42e4-b9e1-f8e7b384e513,84460e8d-d98a-431b-9c5c-cd402b24e143,113.11,deposit,2025-04-13 18:30:10,web,South Timothyport,1003,5,189.98,0,0,0
ce85d912-2f23-4359-91a7-7b7aa88874c1,124a4a3f-23e6-4c14-ad4c-46630df3407a,68.84,payment,2025-01-29 09:22:48,web,Millerchester,284,3,57.02,0,0,0
fec41384-3b32-48fc-9e7b-693df2f53c13,e9f1131f-efab-411f-a1bc-043061d2d3a7,189.27,withdrawal,2025-03-10 22:13:40,web,Smithchester,1417,3,224.58,0,0,0
b08942c2-ca91-4f3a-8ccb-dc615400076b,653cd4b7-93e2-44ff-a988-c79bef39ae03,30.05,transfer,2025-01-13 01:54:15,ATM,North Ericbury,919,0,187.95,0,0,0
9ae4e2ba-1741-45b5-879b-d84498962299,519849ad-32c9-4bbb-b2e4-b33a7c3da1e3,69.1,deposit,2025-04-07 10:19:47,ATM,Evanport,1356,3,173.17,0,0,0
651864fd-8323-4136-b505-67b5ff293c14,a4c7583a-857c-42c7-8263-d5c260868ea5,91.26,payment,2025-04-05 04:00:01,POS,New Alexander,1216,1,181.94,0,0,0
7d96d361-05cc-4966-8cea-0b29209e6978,2cf89b61-4520-4359-ba46-48192137762c,121.79,deposit,2025-01-04 15:21:18,ATM,Huangbury,449,3,196.67,0,0,0
a4a803da-74c9-4f5e-90d1-80acee2998f3,b6e109ed-b338-456a-96cb-2264bbe1df7f,307.59,transfer,2025-02-03 04:36:24,mobile,Johnshire,1096,2,282.75,0,0,0
895a2a33-21e0-4749-a9cb-72dc5d546a1d,efec5e67-d1ed-4e44-b7a5-83818ba34a00,44.55,withdrawal,2025-03-27 15:15:35,POS,Lopezville,881,4,132.27,0,0,0
fd5a283d-4ade-405a-8077-5d614144fe77,a1f561a0-6a42-44b2-9746-51044ed8fed8,144.41,transfer,2025-01-15 02:38:07,ATM,Lake Sue,660,4,207.9,1,0,0
4849d405-24b0-42fd-8ace-77c8c364350c,e6e62308-c9aa-4bf6-a95a-29faf81c717f,179.5,withdrawal,2025-02-22 05:26:16,POS,Ashleybury,952,3,172.01,0,0,0
754167aa-d1ec-4d00-be52-5ba8e48bbba1,65d6c7f2-99c7-4416-883f-2d8de600c3cb,9.51,withdrawal,2025-03-11 16:11:29,POS,New Wendy,43,4,112.03,1,0,0
ad139012-0620-4855-bcbf-6a16b2c4d8a4,ae0987d5-9bd4-498a-b1b0-683af6316f42,187.07,withdrawal,2025-02-24 02:59:13,web,South Jamesfort,714,0,208.14,0,0,0
b981433d-0d38-4255-b75e-76bddda105cd,627ef03d-f294-4a49-b458-8c44332dd309,37.39,deposit,2025-03-06 07:14:26,POS,Kennethstad,876,1,168.95,0,0,0
117d57b5-e439-4d6e-952b-72ada15e7b35,ed631f8e-5f26-4e44-891e-8bb456702e49,13.45,transfer,2025-01-06 21:09:09,ATM,North Sarahland,994,3,170.08,1,0,0
43a30540-9a71-4416-bc7e-2e6859264016,c096a4b1-d5c4-4513-b1fe-514068fbb914,594.74,deposit,2025-02-06 22:10:35,web,Larryton,841,2,163.16,0,0,0
1d835b05-ba92-4f31-839d-3942b96b7213,e6b62d26-7991-4905-ba18-c69bb75be114,674.13,transfer,2025-03-04 18:08:47,ATM,Lake Jennifer,1120,3,174.37,1,0,0
f722ca81-1994-44cb-9473-c869f333d3dc,a2cf4c0d-70e1-4773-ace0-7064a668e207,330.47,payment,2025-01-21 12:44:47,web,Jaredton,1243,4,194.42,1,0,0
cb63dd86-dccf-45ce-b6a8-3c8d49ca2fcf,5cf5245b-2ca1-4a1b-9a5a-c977e252ebc5,72.66,payment,2025-02-16 02:47:21,ATM,South Thomas,471,3,130.29,0,0,0
5b40dd83-4df1-4fb6-b0d0-ac668f4582f6,f9d8dea0-d395-48fc-ac60-54ebfd5f37a7,20.56,transfer,2025-04-15 01:30:56,web,Christopherville,90,6,148.59,0,0,0
e2d74e82-237c-46fd-922d-8279fa0d2645,a58b0e0a-ce87-4d7d-aad3-a3b605d0a24d,230.55,transfer,2025-01-13 14:08:14,web,Sierraside,331,0,204.94,1,0,0
5bc44512-2dc8-4f17-af29-1027f64085f5,26e399fc-6ef4-4fed-bfb5-69a50c2a41b8,116.02,transfer,2025-01-13 02:28:18,mobile,New Ana,424,0,103.54,0,0,0
c7c07e8b-ee7f-4164-8f7f-79a238a7aece,60025634-7b83-4745-8b8e-56a305b6c2fc,26.03,transfer,2025-02-20 02:45:11,ATM,Churchton,1001,3,205.27,1,0,0
bc391d21-55e9-4813-a1cd-1a04236273db,4821a539-668b-4760-84fa-e7a9430e7168,136.71,withdrawal,2025-04-19 00:49:51,POS,Riosview,199,2,152.46,0,0,0
b09b8153-7ac8-473b-b79d-50f948614eae,a469391d-2abc-4885-9d35-d965d98d4080,7.0,deposit,2025-01-09 11:42:20,web,South Marilynstad,1266,3,205.05,0,0,0
9618f067-1b2a-4233-a7b3-688d43b287b5,cd6d5b26-d259-4abc-bbb7-a485750bf998,480.08,withdrawal,2025-01-26 06:55:41,ATM,Reesehaven,401,3,179.48,0,0,0
54a112b4-bd5c-4a32-9452-4350ff24e2e7,681186e8-6eca-4762-8f51-1c7e61b08297,59.89,deposit,2025-01-19 13:58:57,web,Port Mollyside,1202,1,130.59,0,0,0
ce04d8c6-5c0a-4076-be1c-f541b4536b29,07a9f530-397f-400a-afe8-328193731323,217.25,deposit,2025-02-07 05:47:22,mobile,West Codyfurt,1476,1,130.51,1,1,0
4fb677eb-4152-4a14-a474-d112ff7a3f95,685c0a98-908c-43af-88d8-4b213a11e583,74.71,deposit,2025-03-26 21:02:22,mobile,Lake Mariofort,177,1,118.2,1,0,0
327983da-e3c9-4598-89b3-91c51b6c0fa0,a6bfd15a-212a-4d00-9b6f-74662ea7b821,146.82,withdrawal,2025-01-03 04:36:09,mobile,Calderonstad,1264,4,94.89,0,0,0
7e9da867-98c0-45b7-9b44-30a58d67d6d4,019e7c3f-c9c7-45da-8313-9fd5856c671e,158.24,transfer,2025-01-21 07:53:22,mobile,Lake Jennifer,1183,1,158.5,0,1,0
5e489d8f-3e4f-4b4a-8221-a7227a2da598,70eb2feb-ccdd-4cf3-972a-acb65e527912,40.88,withdrawal,2025-03-14 10:00:08,POS,Michaelport,673,7,162.52,0,0,0
731640bf-cb51-4132-9a3a-18bb72e83cb3,4cec7e37-34ce-4746-ae85-02844592c12b,698.56,withdrawal,2025-01-13 03:55:57,POS,Adamstown,1419,4,184.07,0,0,0
5cccdee9-c0ca-4eba-8a81-99d82661d5bd,220fc075-2711-414a-9d22-f145a57864f2,298.45,deposit,2025-01-19 13:49:25,web,Christineport,390,1,138.98,0,0,0
8e969ee4-f0d7-499f-9d11-24a834d096eb,2e1bcfb8-ac92-48ea-90f3-10f68e7ef5ff,561.02,payment,2025-01-06 01:50:30,ATM,Antonioport,1308,2,182.66,0,0,0
3c7fbc06-f6d3-499b-abcc-7a1ef815c3c8,20827dfb-cf32-4f6f-bd48-8de20c377d01,450.43,payment,2025-04-07 09:30:28,mobile,Youngstad,907,1,208.38,0,0,0
5225f01c-10f8-48bd-b39b-e12c691443fb,762a3c1f-315a-4e13-90c9-8bb55e09922b,182.21,withdrawal,2025-04-06 05:33:35,mobile,Port Kevin,873,1,247.3,0,0,0
e7f6eb12-91c6-496c-b42c-5e53be97d9e9,a0cc3eb4-58e9-4328-9faf-5d6db8fae08b,509.89,deposit,2025-03-10 23:56:58,POS,Lake Kimberly,71,6,109.3,0,0,0
6ce2a0d5-6f2e-426c-ad21-af3dbcc6f88a,2ca8a368-74a5-4fb5-89f9-d192a0572c5d,18.53,withdrawal,2025-02-07 04:12:27,POS,Freystad,537,1,218.55,0,0,0
3af63547-7e55-4af7-94df-94c57ddbe5d4,04f149bf-257c-4c07-9f78-82504778510d,43.63,withdrawal,2025-02-10 10:00:32,mobile,Johnton,871,1,172.67,1,0,0
3839bc59-0ebd-475e-a9e8-a78873932993,527086b9-0971-4441-977a-05fdd6f571d1,9.26,transfer,2025-04-12 17:49:11,ATM,North Jason,159,0,169.1,0,0,0
56641825-cb2c-4859-b228-0ca8c833ee83,fcbd3362-14b8-4ca5-a3e8-ba23899d0075,78.71,deposit,2025-01-11 18:16:06,web,South Elizabethburgh,1175,4,136.41,1,0,0
f8ce5d8e-24c9-4eb8-9839-e8dbd40e818e,8f3ae807-29e6-4325-9176-74cee4f5c08b,98.43,payment,2025-02-11 12:47:43,web,Robinview,125,2,213.95,1,0,0
e0173ba9-2fa9-4e0e-a557-195fbdaeacc6,8a122654-3076-4ff1-8202-c2a4daaedac6,63.31,payment,2025-03-18 13:20:25,web,Port Randy,833,0,169.15,0,0,0
a68c7f16-5769-441b-a0cb-36be94759a35,219dbd80-6c95-4dbc-8ded-9506a1113ee0,352.91,payment,2025-03-30 01:56:20,web,Port Lori,74,2,92.72,1,0,0
9e3bf552-f5f6-4e74-a3a2-a526e185a997,e9f1131f-efab-411f-a1bc-043061d2d3a7,88.25,withdrawal,2025-01-18 00:05:48,ATM,South Michael,1462,6,69.07,0,0,0
adbaaca8-d411-4eea-948c-fb32468735e2,3ee7ee05-fff9-442a-aa6d-e62c304f5b5f,65.96,deposit,2025-04-01 05:37:34,ATM,Thomasland,319,3,158.35,0,1,0
bafb7fb4-5319-4e1c-8732-b0c26dd0a34d,91d935ce-f357-4f3d-98fe-d560f3fdfb12,156.48,transfer,2025-03-19 11:32:13,ATM,Williamsview,715,1,179.93,0,0,0
03f66b0b-fff7-4140-8589-0b4c2b3e5b0e,8abafe5c-f623-44bb-b9c3-fa516961de1f,30.38,payment,2025-01-13 22:33:28,POS,East Sonyaborough,863,1,122.14,0,0,0
7f7bdd45-754a-46cf-9cda-4d260d4b2dce,fb0bf359-4b8e-475b-ab67-687da0cc0da5,324.1,deposit,2025-04-14 05:51:48,mobile,Juanview,1463,1,137.85,1,0,0
1d3e39b3-b4b2-4a01-b4b9-d44e00e9e34f,762a3c1f-315a-4e13-90c9-8bb55e09922b,15.5,payment,2025-02-01 17:39:11,ATM,Jeffreyburgh,1033,1,207.47,0,0,0
11b59ac6-4d6c-42a7-b8d7-c170d2b18db6,685c0a98-908c-43af-88d8-4b213a11e583,866.83,transfer,2025-01-21 20:09:12,web,East Laurenmouth,1194,3,139.19,0,0,0
46abda81-5098-418e-8473-679385e09a25,b9e45345-5bdc-4104-a97f-f1f8d9ddeffa,295.9,deposit,2025-02-15 06:37:24,ATM,West Laura,315,4,180.02,0,0,0
99e8bd31-6fa5-4523-bc78-670eece40d60,16261130-1781-4078-87c1-db127d57af42,44.31,withdrawal,2025-02-02 20:19:46,mobile,Michaelland,1394,0,129.29,0,0,0
a0269c64-2bc4-4800-b480-d4bf30b91c08,ac028c70-2446-4f5e-a2a1-fa3f28a765f0,1.11,withdrawal,2025-04-18 06:45:05,POS,East Sarah,1311,2,212.57,1,0,0
77d78764-d6d7-47cb-a52b-14ec2ebc2b86,197aeaad-8a2d-4fb7-82f2-fafed24a83c4,337.98,payment,2025-01-03 16:55:44,web,Carsonport,1329,3,171.71,0,0,0
49b95cf6-2dd9-4457-9497-71e20f463ce6,52a3f94e-680f-415f-9016-071610da5a1e,245.42,payment,2025-03-07 13:51:57,POS,Ericamouth,882,0,161.59,0,0,0
5ba1aaff-44cd-4dee-863d-b1372347450b,464bbf9c-e3a9-49bf-84a5-1d135abde968,261.13,deposit,2025-01-18 09:51:35,ATM,Pamelafurt,178,4,224.45,0,0,0
297d6a60-9cbb-48e5-bfd5-0c2be6ed4f0b,23a0eebd-08a4-4c04-8742-549e4a6234f5,295.04,transfer,2025-03-16 13:50:02,web,Zacharymouth,1492,0,83.69,1,0,0
c615ab2b-82aa-46b8-9b4a-1c8510a71113,95eba7d2-8d89-40a6-aaa6-52e689e69c87,15.39,payment,2025-03-18 19:59:46,web,Floresside,1040,4,188.03,0,0,0
86bb8c18-23ad-43ca-9e01-688a7c38384b,81bdb8bc-9bae-4903-a0a0-f3492200019d,88.78,deposit,2025-03-28 17:42:15,ATM,South Mikayla,1165,2,78.85,0,0,0
83416f0a-a9a7-4993-91e3-69b7b879350b,88502ee4-f75f-4db3-917e-1f1f71f219d7,24.63,transfer,2025-02-18 09:20:17,ATM,Port Andrew,597,5,162.47,1,0,0
021e2f7e-5e1f-4383-aaf5-77357e4669f4,0f1df0b7-bb9b-464a-93dc-bc0bd4f6d4ea,397.71,payment,2025-01-13 16:18:43,mobile,Ramirezton,771,1,160.51,0,0,0
bb0da241-a21c-4b18-9960-77a87c56fcb6,b0861e7e-ee05-4ac1-89c2-9b92b04a3fa4,195.26,payment,2025-04-09 18:52:42,ATM,Port Nicholas,356,1,175.28,1,0,0
0ca15860-446a-4a78-a3e0-83414a6b29b2,1e8da862-e3a8-4ec2-9b4f-0823f45d154b,80.36,deposit,2025-02-09 03:02:50,ATM,Port Emilyfurt,964,3,71.88,0,0,0
0cc6789e-437d-4abe-aaab-3a73dac5d251,52a3f94e-680f-415f-9016-071610da5a1e,13.13,payment,2025-01-23 09:11:07,ATM,South Suzannehaven,744,3,169.97,0,0,0
879166e4-8c1f-430a-867f-7a3eac18de1f,f9d8dea0-d395-48fc-ac60-54ebfd5f37a7,74.5,withdrawal,2025-01-18 08:09:54,web,South Deborah,1286,0,219.17,0,0,0
dd321738-f8ab-4034-bb5d-a52087908e99,3f88ec9d-bcf1-449c-84af-05493246a938,78.66,transfer,2025-04-13 02:10:23,mobile,Lake Brittany,419,1,127.53,0,0,0
639c87a1-b959-411e-a247-e5a5cf1601f8,bfb2bbc6-9c13-4921-b3d3-871adb7e4137,261.58,transfer,2025-03-13 05:56:50,web,New Rachelfort,552,2,124.43,1,0,0
e89a0d8d-22cb-42fd-bb7d-ce62e78ac2f6,2b2ebf81-7f66-4a92-b392-f6e20fc1d1db,202.98,withdrawal,2025-02-06 02:05:18,ATM,Nataliestad,364,2,132.05,0,0,0
31e25205-bb52-4e66-8cce-9257e8928a2a,874f11d0-59dd-4c26-8ada-1fba314b34ac,436.45,deposit,2025-04-13 09:35:52,mobile,Wuchester,722,3,199.6,1,0,0
46c28be9-e61b-4822-8e11-00351109f504,20827dfb-cf32-4f6f-bd48-8de20c377d01,127.81,withdrawal,2025-03-16 13:41:30,ATM,East Kellyton,1401,0,117.55,1,0,0
0fe926ff-de47-4aaa-ad89-822105ebd56a,56a54290-caa3-419f-9cf4-eebbc386041a,25.47,withdrawal,2025-04-10 00:30:28,web,West Melindaport,593,1,139.27,0,0,0
4d0f6f85-f95d-421f-ba0a-30c9e47c9583,8f3ae807-29e6-4325-9176-74cee4f5c08b,249.83,transfer,2025-03-14 16:38:06,web,South Michelle,520,1,198.0,0,0,0
7dc77826-2b97-4a6f-84bc-8c2b298ec7d4,cd6d5b26-d259-4abc-bbb7-a485750bf998,286.08,deposit,2025-02-06 23:22:00,ATM,New Ronaldstad,542,1,116.68,1,0,0
442fe79d-187c-45a5-bdf7-5e0b4ee32b12,389ed707-c1a1-4f93-a6bf-b142b03b5ff7,164.78,payment,2025-02-16 01:38:24,mobile,North Matthew,537,2,205.86,0,0,0
4a79c20e-07d8-4006-99da-b94a4fc3cc43,a14eef9e-d21e-4aae-9b1d-f7e8d92fa71b,294.78,withdrawal,2025-03-29 01:51:24,web,Williamland,956,2,129.75,0,0,0
b2511381-9d2c-44dc-8140-2119226b2134,74ef4c44-1860-40fb-b746-423b0c2c7880,136.16,withdrawal,2025-01-08 03:36:47,ATM,North Jason,1435,0,150.37,0,0,0
09800284-d2c5-4abd-bdfb-131aaeaa2303,77a5468f-509e-4cdc-b745-434946d79f13,147.94,deposit,2025-03-26 20:36:25,POS,East Erintown,1208,3,200.55,0,0,0
14f80557-12a9-4544-9502-9de15b7627ba,855bb626-6ade-4a80-992c-548896b4c24e,111.56,withdrawal,2025-01-28 23:13:44,ATM,East Samantha,833,2,199.0,0,0,0
e99c1e97-c5f7-45d5-a2af-c561b44e40b0,fef8f569-8f5c-47a3-9e8f-68cc67df21e2,5.15,deposit,2025-01-23 00:19:02,ATM,Kevinhaven,87,1,136.48,0,0,0
496b9f7d-680f-41a7-8668-552bb1acc0b0,f922e612-2647-4df8-87d0-cbf826921088,22.83,payment,2025-03-31 10:12:25,mobile,Lake Desiree,449,2,111.71,0,0,0
c2b845ff-424a-4b1b-b1cf-87b0edabd093,da2ccad6-9799-4e1a-9002-07f8752e398b,6.39,deposit,2025-03-02 06:37:53,ATM,New Jenniferborough,558,1,227.27,0,0,0
6a22425b-3fa0-4902-bfa9-d512c7d36589,b6b42692-53bd-462c-aa8b-fd670638a949,202.35,payment,2025-03-20 21:47:04,POS,Brownview,1265,2,145.36,1,0,0
d5f45d94-039c-4868-9669-9c57b369164a,20827dfb-cf32-4f6f-bd48-8de20c377d01,75.48,deposit,2025-03-30 15:01:49,ATM,Ortizchester,409,0,177.83,1,0,0
f445b544-5e8f-4e0a-8e64-91dae3aa307b,c86c8fb7-27d1-4946-b229-c517b32be612,142.09,withdrawal,2025-02-24 11:26:18,POS,Boyleborough,1246,1,191.09,0,0,0
28be85ad-f5aa-40c7-8105-6e3f123de117,ec5efbca-a8e0-4122-8afc-1e32f88b5efc,476.25,payment,2025-01-28 05:18:15,web,New Pamela,1226,2,119.69,0,0,0
94703e4d-9dcb-4810-b799-645307faeab5,77b03034-e949-472f-bc81-0403847a3e4d,57.35,withdrawal,2025-04-07 18:05:32,ATM,North Patricia,710,0,90.05,0,0,0
e408dabb-3d76-40fa-acc4-fc74ff7b8443,fef8f569-8f5c-47a3-9e8f-68cc67df21e2,105.66,payment,2025-02-17 11:52:02,mobile,New Kimberly,1300,2,185.49,0,0,0
84ac89b8-6794-4bca-a35e-ed531f01d365,60025634-7b83-4745-8b8e-56a305b6c2fc,281.75,deposit,2025-01-01 10:42:03,ATM,Davidsonfort,135,1,84.63,0,0,0
d513784e-42bb-41b5-96b5-9f047f6fdb25,5768e163-044c-475a-90fa-a1c11e48b1dd,51.96,deposit,2025-01-27 17:22:27,POS,Cohenview,843,3,105.77,1,0,0
e3736ed2-cbb3-4422-855d-f2cc55aea59b,e9f1131f-efab-411f-a1bc-043061d2d3a7,16.02,deposit,2025-04-02 21:00:18,POS,Evansview,1415,1,187.89,0,0,0
72db8670-f111-44f7-a5d5-46e2f5f24ff2,1a94bc3c-a8b4-4573-8853-1d0c76e466b2,68.43,transfer,2025-03-15 18:33:40,mobile,Smithland,553,2,174.32,1,0,0
81a27f79-c6b4-4b6a-8667-f184c3f3ff51,d52b8f4c-40a0-44a3-a246-672c360d0d87,35.16,transfer,2025-01-13 20:26:22,POS,Nathanmouth,511,2,172.02,0,0,0
a3866224-a21b-4dc2-8179-5c6a561338fe,0a3bb9af-fd18-40e0-93a9-c5aafc9d1ca0,530.99,payment,2025-03-06 04:31:36,ATM,Harrisshire,1436,0,129.62,1,1,0
b212c665-9e6b-4af4-a5ee-cfeed57ec2a2,0bfc10e1-2e8d-4b0b-9528-84daa3134f08,330.18,transfer,2025-04-02 14:18:43,POS,Rodriguezview,833,2,215.86,0,0,0
22cd5a41-bba6-4a88-bc5d-819588ea8a6a,04442d26-c3fe-4fda-b8be-72e7b11a802a,200.7,deposit,2025-02-09 15:21:47,ATM,West Michael,1294,3,108.59,1,0,0
f42e2e07-e8ab-482b-bf56-cbf7a3b8b950,7c52835b-c59f-4042-a145-730f035398df,410.3,transfer,2025-02-23 22:03:26,ATM,Perezside,396,2,53.19,1,0,0
0724fda4-c4b7-4491-86ee-c22c4faa72b9,235ffbe0-13bb-40f0-86c6-4d5923d856ca,325.59,transfer,2025-02-24 03:31:20,POS,West Kelly,421,2,67.61,0,0,0
e5a93bc5-694e-45e1-bd6b-d42770fed744,7009cf5c-842d-4842-9c20-cd67c1f4acdc,41.3,withdrawal,2025-02-07 09:32:56,mobile,Lisaville,1379,5,158.97,0,0,0
a881da7e-7dfe-4519-82a9-57cbcdc369e4,ba952865-b418-42d0-841c-25f0f4ca5f02,446.16,payment,2025-03-26 19:54:09,web,Lake Devinstad,1127,1,150.36,0,0,0
00914fd9-83ae-457f-bff3-9ecbfb7b7840,ae0987d5-9bd4-498a-b1b0-683af6316f42,155.02,payment,2025-02-19 03:39:21,mobile,Port Williefurt,337,3,188.34,1,0,0
34978f1f-4d51-48fc-9ca4-74413857c6e1,bf0f37f5-0bb4-4b11-a11d-4b5c13a60ef1,329.47,payment,2025-01-09 08:18:56,web,New Adrian,109,2,183.36,1,0,0
61805c3f-e94a-420b-9d06-2981710d40b7,a990b48c-5a08-4125-be90-81174605ce92,452.85,transfer,2025-01-28 14:16:58,mobile,Fullerside,470,2,148.81,1,0,0
e2445fb5-792e-42e4-9ba9-48fd3122bb69,0377c89d-b8ce-4ebc-b9e0-c1ab5af89543,76.55,deposit,2025-03-12 00:08:37,ATM,New Rogerton,1348,4,82.81,0,0,0
dece28d4-715b-4818-a31d-fc9d7284e204,ba952865-b418-42d0-841c-25f0f4ca5f02,23.32,withdrawal,2025-01-07 03:20:51,ATM,Jensenview,34,4,123.22,0,0,0
11fa3667-54b9-4fe8-8061-8ffbb151eb8d,b649cf37-c4c4-4369-95cd-e2f9fad639f3,51.74,payment,2025-04-01 11:54:40,POS,Port Paul,503,2,126.94,1,0,0
93e67c03-e884-4642-bd1e-dcb3fb25836e,fbc35c1d-1817-4fb7-96cd-61c0a563a0da,111.41,transfer,2025-01-20 07:30:55,web,Bethanyside,362,3,230.92,0,0,0
72cfa153-02bf-4a85-8f79-69c71032d80e,54fbf043-0813-48ab-a4ad-92ce9ae44fa3,340.77,deposit,2025-04-16 02:06:35,web,Port Jessicaborough,878,3,145.22,1,0,0
6f410bf3-a162-41e6-ab83-f65a62d5b630,a2d44adc-9054-45d7-a117-fb2291147040,394.27,withdrawal,2025-01-22 00:24:31,POS,Taylorfurt,1150,3,201.38,0,0,0
62a7a971-6c85-4ecb-af43-9d2f30aa2329,96c27417-0301-4b65-9d6f-0ccf826055f4,1.4,withdrawal,2025-04-07 00:20:22,mobile,New Belinda,208,2,160.48,0,0,0
3f769de1-5666-4f66-9dc5-3722ae4996d9,8dcfd606-6c76-4b59-8343-0b80f08597cc,142.98,payment,2025-01-05 14:44:54,POS,Brownland,1312,0,146.37,0,0,0
7de4645c-cc32-4570-89e5-a457e620dc19,0bfc10e1-2e8d-4b0b-9528-84daa3134f08,108.05,payment,2025-03-07 11:21:16,mobile,New Davidside,856,1,126.75,0,0,0
93524373-de29-49ff-8485-d7ae5d4f9254,7461d2c6-db70-4177-9940-7d8b499f7a49,50.23,deposit,2025-02-16 02:21:17,POS,North Isaac,1112,1,176.09,0,0,0
1520bc8f-144f-4393-b6d2-95274fcaba1a,d2f87a78-1c4b-4114-936a-f79041657308,25.54,transfer,2025-02-15 07:16:18,web,East Charleshaven,1457,0,99.37,0,0,0
8a03d9c3-052b-4fc8-8235-1359bed53265,22c6c392-34e9-48ce-937e-fcb6e889b6b3,82.38,deposit,2025-01-27 23:32:16,web,Port Abigail,1387,6,148.54,1,0,0
34dff246-8691-44c9-b2a8-af74cb560526,c9511e2f-602e-4200-a898-6e95c7305bad,572.62,payment,2025-02-14 13:39:15,mobile,West Sean,535,2,155.55,0,0,0
e2a9c72f-f32f-4769-b7f6-f5e4f636c041,0ba8c5f1-cb48-4611-9747-474d24692609,78.08,deposit,2025-01-27 21:26:47,web,Duranfurt,550,6,160.03,1,0,0
ee4db222-ef27-4912-b2db-03c81a9f183a,d3c1b2e5-38c0-427c-8c41-930c9c6f1bde,146.29,transfer,2025-03-06 06:51:42,web,New Michaelstad,486,0,108.17,1,0,0
a4a077f2-baa8-4dff-b92b-58bf328b9935,68f68ecd-d508-4e0e-acad-195341b794e0,242.82,withdrawal,2025-01-15 01:08:18,web,Josephberg,19,0,130.84,0,0,0
